video,Sentiment Score,C-Label,S-Label
video8,0.05,Audience Reaction,Highly Negative
video59,0.35,Social Interaction,Negative
video8,0.85,Progress and Updates,Highly Positive
video19,0.45,Game Design,Neutral
video82,0.75,Social Interaction,Positive
video82,0.5,Game Design,Neutral
video3,0.35,Game Plot,Negative
video47,0.85,Audience Feedback,Highly Positive
video82,0.75,Game Plot,Positive
video80,0.25,Game Design,Negative
video106,0.925,Audience Anticipation,Highly Positive
video111,0.35,Social Interaction,Negative
video62,0.85,Audience Reaction,Highly Positive
video79,0.75,Social Interaction,Positive
video19,0.75,Game Requirement,Positive
video85,0.25,Audience Reaction,Negative
video82,0.65,Audience Feedback,Positive
video23,0.5,Social Interaction,Neutral
video62,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video20,0.15,Audience Reaction,Highly Negative
video14,0.5,Social Interaction,Neutral
video75,0.5,Social Interaction,Neutral
video117,0.35,Audience Reaction,Negative
video8,0.65,Audience Reaction,Positive
video4,0.5,Information Share,Neutral
video2,0.85,Progress and Updates,Highly Positive
video62,0.35,Audience Reaction,Negative
video3,0.985,Audience Reaction,Highly Positive
video4,0.5,Game Plot,Neutral
video4,0.5,Audience Reaction,Neutral
video3,0.85,Game Design,Highly Positive
video3,0.5,Information Share,Neutral
video82,0.5,Audience Anticipation,Neutral
video70,0.5,Game Experience,Neutral
video67,0.456,Game Plot,Neutral
video4,0.6,Social Interaction,Positive
video23,0.0,Social Interaction,Highly Negative
video53,0.15,Audience Feedback,Highly Negative
video48,0.85,Audience Reaction,Highly Positive
video2,0.85,Audience Anticipation,Highly Positive
video99,0.95,Game Design,Highly Positive
video50,0.95,Audience Reaction,Highly Positive
video98,0.95,Audience Reaction,Highly Positive
video39,0.925,Game Design,Highly Positive
video23,0.5,Game Requirement,Neutral
video82,0.925,Game Plot,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video2,0.75,Audience Feedback,Positive
video75,0.852,Audience Reaction,Highly Positive
video3,0.9,Audience Reaction,Highly Positive
video59,0.15,Audience Reaction,Highly Negative
video82,0.25,Audience Reaction,Negative
video59,0.85,Audience Reaction,Highly Positive
video2,0.5,Game Requirement,Neutral
video2,0.5,Game Plot,Neutral
video107,0.75,Game Plot,Positive
video60,0.456,Game Experience,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.35,Audience Feedback,Negative
video82,0.5,Audience Anticipation,Neutral
video4,0.85,Audience Reaction,Highly Positive
video60,0.35,Game Experience,Negative
video2,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video92,0.5,Information Share,Neutral
video14,0.5,Social Interaction,Neutral
video82,0.75,Game Design,Positive
video82,0.65,Social Interaction,Positive
video59,0.85,Audience Reaction,Highly Positive
video119,0.5,Audience Anticipation,Neutral
video82,0.15,Audience Feedback,Highly Negative
video82,0.25,Game Experience,Negative
video117,0.451,Social Interaction,Neutral
video87,0.925,Audience Reaction,Highly Positive
video2,0.5,Information Share,Neutral
video3,0.925,Game Plot,Highly Positive
video50,0.85,Social Interaction,Highly Positive
video97,0.75,Audience Reaction,Positive
video3,0.5,Social Interaction,Neutral
video3,0.95,Audience Reaction,Highly Positive
video48,0.925,Social Interaction,Highly Positive
video4,0.925,Game Plot,Highly Positive
video82,0.925,Audience Reaction,Highly Positive
video111,0.75,Social Interaction,Positive
video67,0.25,Audience Feedback,Negative
video82,0.456,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video54,0.5,Game Experience,Neutral
video82,0.5,Game Plot,Neutral
video89,0.456,Audience Reaction,Neutral
video111,0.0,Social Interaction,Highly Negative
video82,0.5,Game Design,Neutral
video25,0.85,Audience Reaction,Highly Positive
video82,0.85,Social Interaction,Highly Positive
video82,0.25,Social Interaction,Negative
video37,0.95,Audience Reaction,Highly Positive
video4,0.45,Audience Reaction,Neutral
video16,0.85,Audience Anticipation,Highly Positive
video82,0.5,Game Design,Neutral
video82,0.5,Game Plot,Neutral
video16,0.65,Audience Reaction,Positive
video55,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.925,Game Plot,Highly Positive
video82,0.5,Audience Reaction,Neutral
video3,0.5,Audience Reaction,Neutral
video60,0.65,Game Experience,Positive
video106,0.25,Social Interaction,Negative
video82,0.75,Game Design,Positive
video82,0.25,Social Interaction,Negative
video5,0.357,Audience Reaction,Negative
video23,0.95,Audience Reaction,Highly Positive
video4,0.85,Audience Reaction,Highly Positive
video82,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video87,0.5,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video114,0.5,Social Interaction,Neutral
video82,0.65,Audience Anticipation,Positive
video25,0.5,Information Share,Neutral
video48,0.6,Audience Anticipation,Positive
video59,0.75,Game Design,Positive
video117,0.65,Audience Reaction,Positive
video106,0.85,Audience Reaction,Highly Positive
video59,0.5,Social Interaction,Neutral
video25,0.5,Information Share,Neutral
video82,0.15,Social Interaction,Highly Negative
video92,0.5,Audience Reaction,Neutral
video14,0.5,Social Interaction,Neutral
video4,0.65,Game Design,Positive
video97,0.25,Audience Reaction,Negative
video41,0.85,Social Interaction,Highly Positive
video107,0.5,Audience Reaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video98,0.85,Information Share,Highly Positive
video23,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video82,0.65,Audience Reaction,Positive
video82,0.75,Game Plot,Positive
video80,0.95,Audience Anticipation,Highly Positive
video16,0.925,Game Plot,Highly Positive
video3,0.25,Audience Feedback,Negative
video92,0.25,Audience Feedback,Negative
video82,0.5,Game Experience,Neutral
video82,0.5,Audience Feedback,Neutral
video121,0.5,Social Interaction,Neutral
video12,0.85,Game Design,Highly Positive
video3,0.75,Game Plot,Positive
video119,0.85,Audience Reaction,Highly Positive
video111,0.25,Audience Reaction,Negative
video20,0.85,Audience Reaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video82,0.925,Game Plot,Highly Positive
video3,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video47,0.95,Game Experience,Highly Positive
video106,0.75,Social Interaction,Positive
video82,0.75,Game Design,Positive
video23,0.25,Audience Reaction,Negative
video47,0.25,Game Experience,Negative
video4,0.75,Social Interaction,Positive
video77,0.25,Audience Anticipation,Negative
video55,0.925,Social Interaction,Highly Positive
video71,0.15,Audience Reaction,Highly Negative
video99,0.75,Audience Reaction,Positive
video82,0.25,Social Interaction,Negative
video106,0.75,Social Interaction,Positive
video2,0.85,Audience Reaction,Highly Positive
video53,0.85,Audience Anticipation,Highly Positive
video3,0.85,Game Design,Highly Positive
video89,0.0,Game Requirement,Highly Negative
video23,0.5,Game Plot,Neutral
video106,0.45,Audience Reaction,Neutral
video3,0.85,Game Design,Highly Positive
video106,0.5,Social Interaction,Neutral
video82,0.95,Audience Reaction,Highly Positive
video3,0.85,Game Design,Highly Positive
video5,0.852,Social Interaction,Highly Positive
video4,0.75,Game Design,Positive
video2,0.654,Audience Reaction,Positive
video47,0.85,Game Design,Highly Positive
video60,0.25,Game Experience,Negative
video100,0.5,Audience Reaction,Neutral
video4,0.925,Audience Feedback,Highly Positive
video59,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video8,0.95,Audience Reaction,Highly Positive
video15,0.95,Social Interaction,Highly Positive
video47,0.75,Audience Reaction,Positive
video15,0.5,Game Design,Neutral
video48,0.5,Game Design,Neutral
video85,0.65,Audience Feedback,Positive
video75,0.75,Social Interaction,Positive
video59,0.654,Social Interaction,Positive
video72,0.95,Social Interaction,Highly Positive
video91,0.95,Audience Reaction,Highly Positive
video48,0.456,Audience Reaction,Neutral
video54,0.25,Audience Reaction,Negative
video106,0.5,Audience Reaction,Neutral
video23,0.357,Audience Reaction,Negative
video47,0.75,Game Experience,Positive
video82,0.25,Audience Reaction,Negative
video82,0.35,Game Plot,Negative
video107,0.85,Audience Anticipation,Highly Positive
video21,0.95,Social Interaction,Highly Positive
video99,0.35,Game Plot,Negative
video82,0.85,Audience Reaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video46,0.925,Social Interaction,Highly Positive
video82,0.5,Game Experience,Neutral
video21,0.45,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video85,0.25,Audience Reaction,Negative
video106,0.15,Social Interaction,Highly Negative
video82,0.5,Game Design,Neutral
video16,0.654,Audience Reaction,Positive
video37,0.75,Information Share,Positive
video2,0.925,Information Share,Highly Positive
video2,0.35,Audience Anticipation,Negative
video3,0.75,Game Design,Positive
video82,0.0,Audience Reaction,Highly Negative
video59,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video82,0.35,Game Plot,Negative
video4,0.99,Audience Reaction,Highly Positive
video46,0.95,Audience Reaction,Highly Positive
video8,0.456,Audience Reaction,Neutral
video15,0.5,Game Plot,Neutral
video92,0.75,Audience Feedback,Positive
video48,0.25,Game Experience,Negative
video106,0.25,Social Interaction,Negative
video23,0.45,Social Interaction,Neutral
video47,0.5,Social Interaction,Neutral
video8,0.65,Social Interaction,Positive
video4,0.5,Game Design,Neutral
video15,0.85,Audience Feedback,Highly Positive
video82,0.925,Social Interaction,Highly Positive
video82,0.65,Audience Anticipation,Positive
video51,0.75,Game Plot,Positive
video3,0.15,Audience Reaction,Highly Negative
video55,0.5,Game Design,Neutral
video80,0.25,Audience Feedback,Negative
video75,0.75,Audience Reaction,Positive
video62,0.5,Social Interaction,Neutral
video47,0.25,Game Experience,Negative
video80,0.85,Audience Anticipation,Highly Positive
video82,0.5,Audience Reaction,Neutral
video4,0.2,Game Plot,Negative
video82,0.35,Game Plot,Negative
video81,0.456,Progress and Updates,Neutral
video3,0.65,Game Design,Positive
video15,0.85,Game Design,Highly Positive
video3,0.5,Audience Reaction,Neutral
video9,0.15,Audience Reaction,Highly Negative
video71,0.25,Game Experience,Negative
video117,0.5,Audience Reaction,Neutral
video23,0.5,Social Interaction,Neutral
video15,0.95,Audience Reaction,Highly Positive
video53,0.985,Audience Reaction,Highly Positive
video102,0.75,Social Interaction,Positive
video92,0.5,Game Design,Neutral
video72,0.925,Audience Anticipation,Highly Positive
video7,0.6,Social Interaction,Positive
video61,0.65,Game Experience,Positive
video23,0.15,Audience Reaction,Highly Negative
video79,0.5,Information Share,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video107,0.5,Game Experience,Neutral
video103,0.95,Social Interaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video4,1.0,Audience Reaction,Highly Positive
video104,0.25,Social Interaction,Negative
video76,0.15,Audience Reaction,Highly Negative
video82,0.15,Audience Reaction,Highly Negative
video8,0.456,Audience Reaction,Neutral
video62,0.25,Social Interaction,Negative
video21,0.5,Game Design,Neutral
video121,0.75,Audience Reaction,Positive
video88,0.85,Audience Anticipation,Highly Positive
video80,0.85,Social Interaction,Highly Positive
video44,0.5,Audience Anticipation,Neutral
video91,0.5,Social Interaction,Neutral
video66,0.5,Information Share,Neutral
video87,0.75,Audience Reaction,Positive
video85,0.35,Audience Reaction,Negative
video55,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video21,0.95,Audience Reaction,Highly Positive
video10,0.925,Audience Anticipation,Highly Positive
video23,0.35,Audience Reaction,Negative
video70,0.25,Social Interaction,Negative
video47,0.65,Audience Reaction,Positive
video81,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video60,0.25,Game Experience,Negative
video8,0.25,Game Plot,Negative
video82,0.75,Audience Anticipation,Positive
video7,0.85,Game Design,Highly Positive
video82,0.85,Game Plot,Highly Positive
video8,0.95,Audience Anticipation,Highly Positive
video8,0.5,Game Experience,Neutral
video81,0.925,Audience Reaction,Highly Positive
video41,0.95,Social Interaction,Highly Positive
video63,0.35,Game Experience,Negative
video16,0.5,Game Requirement,Neutral
video82,0.5,Audience Feedback,Neutral
video2,0.85,Game Design,Highly Positive
video82,0.55,Audience Reaction,Neutral
video3,0.25,Game Design,Negative
video80,0.85,Audience Anticipation,Highly Positive
video54,0.925,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video23,0.75,Game Requirement,Positive
video47,0.65,Audience Reaction,Positive
video103,0.85,Game Design,Highly Positive
video23,0.5,Information Share,Neutral
video4,0.5,Social Interaction,Neutral
video82,0.852,Game Plot,Highly Positive
video3,0.5,Social Interaction,Neutral
video50,0.65,Social Interaction,Positive
video7,0.85,Audience Reaction,Highly Positive
video53,0.5,Information Share,Neutral
video82,0.75,Audience Anticipation,Positive
video82,0.75,Audience Reaction,Positive
video79,0.35,Information Share,Negative
video85,0.25,Audience Reaction,Negative
video82,0.5,Game Plot,Neutral
video41,0.85,Social Interaction,Highly Positive
video59,0.5,Social Interaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video8,0.65,Game Experience,Positive
video23,0.9,Audience Reaction,Highly Positive
video50,0.456,Social Interaction,Neutral
video47,0.75,Game Plot,Positive
video2,0.0,Audience Reaction,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video87,0.25,Audience Reaction,Negative
video4,0.25,Audience Reaction,Negative
video25,0.5,Social Interaction,Neutral
video47,0.85,Audience Reaction,Highly Positive
video42,0.85,Social Interaction,Highly Positive
video63,0.5,Game Design,Neutral
video51,0.5,Social Interaction,Neutral
video2,0.5,Social Interaction,Neutral
video79,0.5,Game Requirement,Neutral
video104,0.753,Game Plot,Positive
video48,0.95,Social Interaction,Highly Positive
video82,0.456,Social Interaction,Neutral
video111,0.65,Audience Feedback,Positive
video82,0.5,Audience Reaction,Neutral
video38,0.5,Social Interaction,Neutral
video92,0.925,Audience Reaction,Highly Positive
video3,0.153,Audience Feedback,Highly Negative
video80,0.95,Audience Reaction,Highly Positive
video60,0.35,Audience Reaction,Negative
video8,0.925,Game Experience,Highly Positive
video107,0.652,Social Interaction,Positive
video3,0.5,Social Interaction,Neutral
video3,0.85,Audience Anticipation,Highly Positive
video82,0.5,Audience Reaction,Neutral
video59,0.25,Audience Feedback,Negative
video11,0.95,Audience Reaction,Highly Positive
video3,0.95,Game Design,Highly Positive
video47,0.5,Audience Reaction,Neutral
video117,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video70,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video82,0.85,Game Plot,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video8,0.5,Social Interaction,Neutral
video51,0.85,Information Share,Highly Positive
video54,0.5,Game Design,Neutral
video23,0.652,Game Design,Positive
video82,0.25,Social Interaction,Negative
video82,0.5,Audience Reaction,Neutral
video82,0.75,Audience Reaction,Positive
video3,0.75,Audience Reaction,Positive
video51,0.35,Social Interaction,Negative
video20,0.75,Game Design,Positive
video3,0.925,Audience Reaction,Highly Positive
video48,0.25,Audience Reaction,Negative
video25,0.25,Audience Reaction,Negative
video82,0.5,Game Design,Neutral
video82,0.5,Game Plot,Neutral
video3,0.85,Audience Anticipation,Highly Positive
