video,Sentiment Score,C-Label,IP,S-Label
video14,0.85,Social Interaction,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Shanghai,Neutral
video50,0.75,Game Plot,Liaoning,Positive
video6,0.45,Audience Reaction,Unknown,Neutral
video6,0.25,Audience Reaction,Liaoning,Negative
video6,0.925,Audience Reaction,Unknown,Highly Positive
video60,0.95,Social Interaction,Xinjiang,Highly Positive
video14,0.95,Audience Reaction,Henan,Highly Positive
video48,0.95,Audience Reaction,Henan,Highly Positive
video76,0.5,Social Interaction,Unknown,Neutral
video82,0.15,Audience Feedback,Fujian,Highly Negative
video88,0.5,Information Share,Chongqing,Neutral
video55,0.925,Game Experience,Tianjin,Highly Positive
video59,0.5,Audience Anticipation,Shaanxi,Neutral
video80,0.75,Audience Reaction,Beijing,Positive
video2,0.75,Game Design,Yunnan,Positive
video59,0.95,Audience Reaction,Sichuan,Highly Positive
video80,0.25,Game Experience,Hebei,Negative
video17,0.85,Game Design,Unknown,Highly Positive
video56,0.35,Game Plot,Fujian,Negative
video6,0.925,Game Design,Guizhou,Highly Positive
video80,0.45,Game Experience,Hubei,Neutral
video7,0.15,Game Experience,Unknown,Highly Negative
video50,0.852,Audience Reaction,Chongqing,Highly Positive
video40,0.85,Audience Reaction,Guangxi,Highly Positive
video82,0.5,Social Interaction,Guangdong,Neutral
video82,0.5,Audience Reaction,Shandong,Neutral
video17,0.925,Audience Reaction,Guizhou,Highly Positive
video46,0.25,Audience Reaction,Guangdong,Negative
video9,0.253,Game Experience,Shanghai,Negative
video28,0.925,Audience Reaction,Guangxi,Highly Positive
video6,0.85,Social Interaction,Guizhou,Highly Positive
video82,0.85,Social Interaction,Guangdong,Highly Positive
video14,0.85,Game Plot,Guangdong,Highly Positive
video26,0.235,Social Interaction,Guangdong,Negative
video54,0.5,Game Plot,Fujian,Neutral
video59,0.25,Game Design,Shanghai,Negative
video46,0.25,Audience Reaction,Shandong,Negative
video14,0.95,Audience Reaction,Liaoning,Highly Positive
video59,0.5,Game Experience,Zhejiang,Neutral
video54,0.5,Social Interaction,Zhejiang,Neutral
video76,0.5,Game Experience,Hebei,Neutral
video6,0.5,Audience Reaction,Chongqing,Neutral
video28,0.925,Audience Reaction,Shandong,Highly Positive
video1,0.25,Audience Reaction,Hubei,Negative
video6,0.5,Social Interaction,Hunan,Neutral
video56,0.75,Audience Reaction,Jiangsu,Positive
video56,0.85,Audience Reaction,Beijing,Highly Positive
video2,0.852,Game Design,Zhejiang,Highly Positive
video41,0.753,Audience Reaction,Guangdong,Positive
video59,0.75,Game Experience,Anhui,Positive
video28,0.75,Audience Reaction,Hunan,Positive
video40,0.5,Social Interaction,Shandong,Neutral
video69,0.9,Audience Reaction,Guangdong,Highly Positive
video56,0.75,Audience Reaction,Shandong,Positive
video15,0.5,Social Interaction,Zhejiang,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video6,0.95,Audience Reaction,Jiangsu,Highly Positive
video56,0.75,Game Experience,Sichuan,Positive
video22,0.95,Audience Reaction,Yunnan,Highly Positive
video46,0.75,Social Interaction,Shaanxi,Positive
video1,0.85,Progress and Updates,Guangdong,Highly Positive
video59,0.925,Audience Reaction,Fujian,Highly Positive
video1,0.253,Audience Feedback,Henan,Negative
video6,0.45,Audience Reaction,Zhejiang,Neutral
video80,0.5,Social Interaction,Guangdong,Neutral
video50,0.925,Social Interaction,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Shanghai,Neutral
video55,0.85,Game Plot,Guangxi,Highly Positive
video50,0.925,Audience Anticipation,Zhejiang,Highly Positive
video6,0.5,Audience Reaction,Beijing,Neutral
video14,0.75,Game Experience,Hebei,Positive
video88,0.5,Social Interaction,Chongqing,Neutral
video38,0.75,Game Design,Anhui,Positive
video50,0.5,Social Interaction,Unknown,Neutral
video67,0.65,Game Design,Hebei,Positive
video48,0.925,Audience Reaction,Jiangsu,Highly Positive
video56,0.25,Audience Reaction,Henan,Negative
video85,0.925,Game Design,Guangdong,Highly Positive
video88,0.5,Social Interaction,Shanxi,Neutral
video82,0.75,Game Experience,Henan,Positive
video28,0.75,Information Share,Sichuan,Positive
video47,0.75,Audience Reaction,Heilongjiang,Positive
video67,0.925,Social Interaction,Guizhou,Highly Positive
video80,0.852,Game Experience,Shandong,Highly Positive
video46,0.85,Game Design,Xinjiang,Highly Positive
video82,0.85,Social Interaction,Shandong,Highly Positive
video17,0.2,Social Interaction,Jilin,Negative
video76,0.654,Game Experience,Jiangsu,Positive
video46,0.85,Audience Reaction,Jiangxi,Highly Positive
video52,0.75,Social Interaction,Zhejiang,Positive
video5,0.25,Game Experience,Anhui,Negative
video52,0.85,Social Interaction,Shandong,Highly Positive
video57,0.35,Social Interaction,Tianjin,Negative
video80,0.75,Game Design,Chongqing,Positive
video62,0.852,Game Plot,Zhejiang,Highly Positive
video76,0.5,Social Interaction,Zhejiang,Neutral
video88,0.451,Audience Reaction,Beijing,Neutral
video50,0.999,Social Interaction,Guangxi,Highly Positive
video80,0.65,Game Experience,Tianjin,Positive
video6,0.5,Social Interaction,Beijing,Neutral
video6,0.5,Social Interaction,Jiangxi,Neutral
video17,0.65,Game Experience,Guizhou,Positive
video83,0.25,Game Experience,Zhejiang,Negative
video6,0.5,Social Interaction,Guangdong,Neutral
video80,0.95,Social Interaction,Heilongjiang,Highly Positive
video80,0.35,Audience Feedback,Shanghai,Negative
video1,0.456,Social Interaction,Sichuan,Neutral
video14,0.45,Social Interaction,Chongqing,Neutral
video62,0.25,Audience Reaction,Heilongjiang,Negative
video60,0.85,Game Plot,Jiangsu,Highly Positive
video15,0.85,Social Interaction,Henan,Highly Positive
video83,0.654,Game Experience,Henan,Positive
video14,0.85,Audience Reaction,Shandong,Highly Positive
video26,0.65,Game Experience,Henan,Positive
video14,0.75,Audience Reaction,Inner Mongolia,Positive
video60,0.925,Audience Anticipation,Hebei,Highly Positive
video59,0.75,Audience Anticipation,Sichuan,Positive
video49,0.85,Social Interaction,Beijing,Highly Positive
video50,0.852,Game Plot,Tianjin,Highly Positive
video76,0.5,Progress and Updates,Henan,Neutral
video80,0.45,Audience Reaction,Liaoning,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video6,0.5,Game Plot,Chongqing,Neutral
video14,0.95,Audience Reaction,Shandong,Highly Positive
video80,0.5,Social Interaction,Sichuan,Neutral
video14,0.95,Audience Reaction,Hubei,Highly Positive
video46,0.5,Game Experience,Beijing,Neutral
video1,0.456,Audience Reaction,Chongqing,Neutral
video6,0.5,Game Experience,Heilongjiang,Neutral
video62,0.925,Audience Reaction,Guangdong,Highly Positive
video49,0.95,Audience Reaction,Henan,Highly Positive
video59,0.85,Game Design,Inner Mongolia,Highly Positive
video1,0.95,Social Interaction,Guangdong,Highly Positive
video14,0.5,Social Interaction,Sichuan,Neutral
video67,0.85,Social Interaction,Shanghai,Highly Positive
video59,0.75,Audience Reaction,Zhejiang,Positive
video2,0.85,Social Interaction,Shandong,Highly Positive
video41,0.888,Information Share,Xinjiang,Highly Positive
video10,0.65,Game Plot,Jiangsu,Positive
video6,0.85,Audience Reaction,Qinghai,Highly Positive
video6,0.5,Social Interaction,Anhui,Neutral
video2,0.925,Game Plot,Yunnan,Highly Positive
video3,0.753,Game Experience,Zhejiang,Positive
video75,0.5,Social Interaction,Shaanxi,Neutral
video6,0.45,Audience Reaction,Shandong,Neutral
video62,0.5,Game Plot,Sichuan,Neutral
video59,0.875,Game Plot,Guangxi,Highly Positive
video88,0.5,Game Design,Tianjin,Neutral
video82,0.85,Social Interaction,Hunan,Highly Positive
video75,0.95,Social Interaction,Shandong,Highly Positive
video67,0.852,Game Plot,Zhejiang,Highly Positive
video47,0.95,Audience Reaction,Sichuan,Highly Positive
video11,0.5,Social Interaction,Shandong,Neutral
video83,0.95,Social Interaction,Jiangxi,Highly Positive
video59,0.852,Audience Feedback,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video55,0.925,Audience Reaction,Heilongjiang,Highly Positive
video14,0.925,Game Experience,Shanghai,Highly Positive
video56,0.85,Social Interaction,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video6,0.852,Audience Reaction,Shandong,Highly Positive
video36,0.45,Game Experience,Beijing,Neutral
video15,0.85,Audience Anticipation,Guangxi,Highly Positive
video17,0.5,Social Interaction,Anhui,Neutral
video88,0.5,Social Interaction,Henan,Neutral
video79,0.85,Social Interaction,Guangdong,Highly Positive
video67,0.5,Social Interaction,Fujian,Neutral
video13,0.95,Social Interaction,Sichuan,Highly Positive
video62,0.925,Audience Reaction,Sichuan,Highly Positive
video14,0.975,Audience Reaction,Guangdong,Highly Positive
video67,0.5,Social Interaction,Guangdong,Neutral
video83,0.85,Social Interaction,Yunnan,Highly Positive
video7,0.45,Game Experience,Fujian,Neutral
video52,0.85,Game Plot,Anhui,Highly Positive
video28,0.85,Progress and Updates,Sichuan,Highly Positive
video15,0.85,Audience Reaction,Shaanxi,Highly Positive
video59,0.25,Audience Feedback,Chongqing,Negative
video88,0.45,Game Experience,Jiangsu,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video80,0.85,Audience Reaction,Unknown,Highly Positive
video59,0.75,Game Plot,Guizhou,Positive
video88,0.65,Game Experience,Liaoning,Positive
video89,0.45,Audience Feedback,Shanxi,Neutral
video6,0.5,Social Interaction,Shandong,Neutral
video56,0.5,Social Interaction,Anhui,Neutral
video60,0.5,Social Interaction,Hubei,Neutral
video14,0.35,Game Experience,Liaoning,Negative
video65,0.357,Game Plot,Hainan,Negative
video80,0.85,Social Interaction,Hubei,Highly Positive
video80,0.5,Social Interaction,Jiangsu,Neutral
video60,0.5,Information Share,Sichuan,Neutral
video80,0.5,Social Interaction,Fujian,Neutral
video59,0.5,Game Plot,Jiangxi,Neutral
video64,0.253,Game Plot,Beijing,Negative
video11,0.5,Social Interaction,Shandong,Neutral
video35,0.65,Game Experience,Jiangsu,Positive
video6,0.45,Audience Reaction,Hunan,Neutral
video14,0.925,Game Design,Guizhou,Highly Positive
video80,0.75,Game Experience,Jiangsu,Positive
video6,0.5,Social Interaction,Fujian,Neutral
video6,0.5,Social Interaction,Shanxi,Neutral
video26,0.45,Social Interaction,Guangdong,Neutral
video82,0.35,Game Experience,Anhui,Negative
video20,0.5,Game Design,Zhejiang,Neutral
video67,0.925,Game Plot,Hunan,Highly Positive
video67,0.35,Game Experience,Hunan,Negative
video81,0.75,Social Interaction,Sichuan,Positive
video82,0.852,Game Experience,Shaanxi,Highly Positive
video48,0.789,Social Interaction,Hebei,Positive
video42,0.5,Game Plot,Jiangsu,Neutral
video69,0.925,Game Plot,Jiangxi,Highly Positive
video82,0.45,Audience Reaction,Shandong,Neutral
video80,0.85,Game Experience,Zhejiang,Highly Positive
video56,0.654,Game Experience,Hubei,Positive
video14,0.5,Social Interaction,Hubei,Neutral
video80,1.0,Audience Reaction,Guangxi,Highly Positive
video40,0.75,Social Interaction,Beijing,Positive
video49,0.5,Game Design,Chongqing,Neutral
video7,0.25,Game Experience,Shanghai,Negative
video50,0.999,Social Interaction,Fujian,Highly Positive
video60,0.85,Audience Reaction,Sichuan,Highly Positive
video6,0.5,Audience Reaction,Jiangsu,Neutral
video22,0.456,Audience Feedback,Guangdong,Neutral
video6,0.65,Social Interaction,Zhejiang,Positive
video6,0.25,Audience Reaction,Fujian,Negative
video80,0.95,Audience Reaction,Gansu,Highly Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video47,0.95,Social Interaction,Heilongjiang,Highly Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video85,0.852,Audience Reaction,Shandong,Highly Positive
video81,0.5,Social Interaction,Shandong,Neutral
video26,0.25,Social Interaction,Guangdong,Negative
video28,0.85,Audience Reaction,Jiangsu,Highly Positive
video28,0.65,Game Experience,Hubei,Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video28,0.85,Game Experience,Chongqing,Highly Positive
video6,0.85,Social Interaction,Jiangsu,Highly Positive
video52,0.85,Audience Reaction,Sichuan,Highly Positive
video17,0.5,Social Interaction,Zhejiang,Neutral
video58,0.85,Game Plot,Anhui,Highly Positive
video15,0.75,Game Plot,Zhejiang,Positive
video80,0.925,Audience Reaction,Hebei,Highly Positive
video28,0.852,Progress and Updates,Guangdong,Highly Positive
video62,0.75,Audience Reaction,Hubei,Positive
video81,0.75,Game Experience,Zhejiang,Positive
video3,0.95,Audience Reaction,Guangxi,Highly Positive
video80,0.75,Audience Reaction,Liaoning,Positive
video56,0.5,Social Interaction,Guangdong,Neutral
video28,0.925,Audience Anticipation,Guizhou,Highly Positive
video63,0.85,Game Plot,Jiangsu,Highly Positive
video82,0.45,Audience Reaction,Hebei,Neutral
video36,0.654,Game Experience,Beijing,Positive
video6,0.5,Social Interaction,Shandong,Neutral
video62,0.925,Game Plot,Shaanxi,Highly Positive
video82,0.75,Social Interaction,Henan,Positive
video47,0.85,Game Design,Anhui,Highly Positive
video59,0.95,Social Interaction,Hunan,Highly Positive
video11,0.5,Social Interaction,Anhui,Neutral
video22,0.925,Social Interaction,Beijing,Highly Positive
video56,0.75,Audience Reaction,Beijing,Positive
video64,0.85,Social Interaction,Henan,Highly Positive
video14,0.925,Audience Reaction,Hubei,Highly Positive
video14,0.85,Social Interaction,Guangdong,Highly Positive
video6,0.75,Social Interaction,Guangdong,Positive
video1,0.25,Game Plot,Sichuan,Negative
video5,0.75,Game Experience,Guangdong,Positive
video60,0.985,Audience Reaction,Guangdong,Highly Positive
video80,0.75,Audience Reaction,Jiangsu,Positive
video26,0.35,Game Experience,Xinjiang,Negative
video54,0.5,Social Interaction,Hebei,Neutral
video88,0.5,Audience Reaction,Shaanxi,Neutral
video17,0.95,Audience Reaction,Sichuan,Highly Positive
video17,0.95,Audience Reaction,Guangdong,Highly Positive
video79,0.45,Social Interaction,Henan,Neutral
video61,0.925,Game Plot,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Chongqing,Neutral
video44,0.5,Social Interaction,Shandong,Neutral
video54,0.925,Audience Reaction,Hebei,Highly Positive
video49,0.5,Social Interaction,Hunan,Neutral
video50,0.75,Game Plot,Liaoning,Positive
video80,0.85,Social Interaction,Shandong,Highly Positive
video82,0.5,Social Interaction,Sichuan,Neutral
video56,0.925,Audience Reaction,Shaanxi,Highly Positive
video75,0.25,Social Interaction,Jiangsu,Negative
video21,0.75,Social Interaction,Hebei,Positive
video46,0.85,Game Plot,Yunnan,Highly Positive
video82,0.5,Social Interaction,Henan,Neutral
video80,0.75,Game Experience,Guangdong,Positive
video28,0.925,Audience Reaction,Heilongjiang,Highly Positive
video67,0.5,Social Interaction,Yunnan,Neutral
video81,0.75,Social Interaction,Guangxi,Positive
video14,0.95,Audience Reaction,Xinjiang,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video46,0.35,Audience Feedback,Heilongjiang,Negative
video59,0.45,Social Interaction,Zhejiang,Neutral
video41,0.65,Game Plot,Chongqing,Positive
video59,0.25,Game Experience,Gansu,Negative
video62,0.5,Game Plot,Shandong,Neutral
video80,0.654,Social Interaction,Anhui,Positive
video6,0.25,Social Interaction,Guangdong,Negative
video65,0.75,Game Experience,Hunan,Positive
video1,0.75,Game Design,Anhui,Positive
video75,0.75,Game Plot,Zhejiang,Positive
video14,0.925,Audience Reaction,Inner Mongolia,Highly Positive
video1,0.85,Game Plot,Zhejiang,Highly Positive
video56,0.45,Audience Reaction,Beijing,Neutral
video11,0.652,Game Experience,Shanxi,Positive
video6,0.85,Social Interaction,Henan,Highly Positive
video81,0.85,Audience Reaction,Hebei,Highly Positive
video56,0.85,Audience Reaction,Guangdong,Highly Positive
video62,0.925,Audience Reaction,Sichuan,Highly Positive
video6,0.75,Social Interaction,Beijing,Positive
video60,0.925,Game Plot,Guangdong,Highly Positive
video57,0.451,Social Interaction,Guangdong,Neutral
video76,0.5,Game Requirement,Hubei,Neutral
video22,0.5,Social Interaction,Anhui,Neutral
video80,0.95,Audience Reaction,Shandong,Highly Positive
video80,0.5,Social Interaction,Tianjin,Neutral
video59,0.45,Audience Reaction,Inner Mongolia,Neutral
video6,0.5,Social Interaction,Hunan,Neutral
video14,0.75,Audience Reaction,Guangdong,Positive
video59,0.15,Audience Feedback,Hunan,Highly Negative
video80,0.45,Audience Reaction,Jiangsu,Neutral
video56,0.5,Social Interaction,Shanghai,Neutral
video40,0.456,Audience Reaction,Shanghai,Neutral
video67,0.75,Game Requirement,Henan,Positive
video6,0.75,Game Experience,Fujian,Positive
video50,0.85,Audience Reaction,Shanghai,Highly Positive
video6,0.5,Social Interaction,Shanghai,Neutral
video14,0.925,Social Interaction,Tianjin,Highly Positive
video60,0.456,Audience Feedback,Tianjin,Neutral
video81,0.5,Social Interaction,Guangdong,Neutral
video81,0.925,Audience Reaction,Fujian,Highly Positive
video80,0.85,Audience Reaction,Zhejiang,Highly Positive
video88,0.85,Social Interaction,Unknown,Highly Positive
video62,0.25,Game Plot,Shandong,Negative
video80,0.45,Social Interaction,Hubei,Neutral
video80,0.95,Audience Reaction,Jiangsu,Highly Positive
video59,0.25,Audience Feedback,Hunan,Negative
video80,0.925,Game Design,Henan,Highly Positive
video82,0.75,Social Interaction,Guangdong,Positive
video62,0.15,Social Interaction,Liaoning,Highly Negative
video6,0.5,Social Interaction,Tianjin,Neutral
video6,0.95,Audience Reaction,Shanghai,Highly Positive
video52,0.85,Audience Reaction,Guizhou,Highly Positive
video6,0.5,Game Experience,Sichuan,Neutral
video80,0.75,Social Interaction,Henan,Positive
video59,0.5,Social Interaction,Shandong,Neutral
video60,0.5,Game Experience,Liaoning,Neutral
video47,0.5,Social Interaction,Chongqing,Neutral
video46,0.5,Social Interaction,Henan,Neutral
video60,0.95,Social Interaction,Jiangsu,Highly Positive
video67,0.25,Audience Reaction,Henan,Negative
video23,0.925,Audience Anticipation,Guangdong,Highly Positive
video76,0.5,Game Requirement,Chongqing,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video78,0.25,Game Experience,Hubei,Negative
video1,0.85,Social Interaction,Sichuan,Highly Positive
video86,0.95,Audience Reaction,Anhui,Highly Positive
