video,Sentiment Score,Classification,Label
video19,0.95,Audience Reaction,Highly Positive
video54,0.75,Audience Reaction,Positive
video82,0.75,Audience Anticipation,Positive
video82,0.5,Game Plot,Neutral
video40,0.5,Social Interaction,Neutral
video50,0.5,Game Plot,Neutral
video60,0.85,Audience Reaction,Highly Positive
video76,0.75,Social Interaction,Positive
video60,0.25,Audience Feedback,Negative
video48,0.0,Game Design,Highly Negative
video117,0.456,Game Design,Neutral
video28,0.85,Audience Anticipation,Highly Positive
video48,0.5,Game Design,Neutral
video117,0.5,Game Design,Neutral
video82,0.652,Social Interaction,Positive
video3,0.15,Audience Reaction,Highly Negative
video42,0.8,Social Interaction,Highly Positive
video82,0.85,Social Interaction,Highly Positive
video82,0.25,Game Plot,Negative
video66,0.35,Social Interaction,Negative
video106,0.25,Audience Reaction,Negative
video24,0.25,Audience Feedback,Negative
video82,0.65,Game Design,Positive
video90,0.35,Game Experience,Negative
video82,0.25,Audience Reaction,Negative
video71,0.85,Audience Reaction,Highly Positive
video55,0.95,Audience Reaction,Highly Positive
video54,0.45,Audience Reaction,Neutral
video85,0.5,Game Plot,Neutral
video82,0.65,Audience Feedback,Positive
video45,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video12,0.5,Information Share,Neutral
video3,0.15,Social Interaction,Highly Negative
video59,0.85,Game Plot,Highly Positive
video3,0.985,Social Interaction,Highly Positive
video80,0.85,Audience Feedback,Highly Positive
video76,0.25,Audience Anticipation,Negative
video4,0.55,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video60,0.65,Game Experience,Positive
video47,0.65,Game Experience,Positive
video80,0.85,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video33,0.5,Audience Reaction,Neutral
video59,0.5,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video40,0.65,Game Design,Positive
video47,0.85,Game Experience,Highly Positive
video3,0.985,Audience Feedback,Highly Positive
video82,0.25,Game Plot,Negative
video20,0.456,Game Experience,Neutral
video3,0.25,Audience Reaction,Negative
video82,0.85,Game Plot,Highly Positive
video30,0.5,Information Share,Neutral
video28,0.95,Audience Reaction,Highly Positive
video62,0.925,Social Interaction,Highly Positive
video23,0.35,Social Interaction,Negative
video82,0.5,Audience Feedback,Neutral
video19,0.5,Audience Reaction,Neutral
video3,0.65,Audience Anticipation,Positive
video82,0.25,Audience Reaction,Negative
video21,0.654,Game Plot,Positive
video82,0.0,Audience Reaction,Highly Negative
video30,0.45,Audience Anticipation,Neutral
video3,0.5,Social Interaction,Neutral
video23,0.5,Social Interaction,Neutral
video48,0.85,Game Experience,Highly Positive
video47,0.451,Audience Reaction,Neutral
video73,0.25,Audience Reaction,Negative
video121,0.15,Audience Reaction,Highly Negative
video82,0.25,Game Experience,Negative
video2,0.85,Social Interaction,Highly Positive
video1,0.456,Audience Reaction,Neutral
video70,0.85,Audience Anticipation,Highly Positive
video82,0.5,Audience Reaction,Neutral
video23,0.5,Information Share,Neutral
video41,0.95,Audience Reaction,Highly Positive
video82,0.25,Game Plot,Negative
video84,0.5,Social Interaction,Neutral
video82,0.0,Audience Reaction,Highly Negative
video75,0.45,Audience Reaction,Neutral
video85,0.95,Social Interaction,Highly Positive
video56,0.15,Audience Reaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video46,0.925,Audience Reaction,Highly Positive
video50,0.85,Information Share,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.789,Audience Reaction,Positive
video3,0.85,Audience Reaction,Highly Positive
video4,0.5,Audience Reaction,Neutral
video82,0.9,Audience Reaction,Highly Positive
video82,0.75,Social Interaction,Positive
video15,0.925,Game Plot,Highly Positive
video62,0.5,Audience Anticipation,Neutral
video82,0.35,Audience Feedback,Negative
video92,0.75,Audience Reaction,Positive
video19,0.5,Game Design,Neutral
video100,0.5,Social Interaction,Neutral
video24,0.85,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video85,0.15,Audience Reaction,Highly Negative
video91,0.35,Audience Feedback,Negative
video3,0.15,Social Interaction,Highly Negative
video85,0.5,Audience Reaction,Neutral
video83,0.25,Audience Reaction,Negative
video119,0.15,Audience Reaction,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video5,0.5,Audience Reaction,Neutral
video82,0.456,Audience Anticipation,Neutral
video48,0.852,Audience Reaction,Highly Positive
video2,0.75,Game Design,Positive
video104,0.5,Information Share,Neutral
video4,0.5,Social Interaction,Neutral
video8,0.5,Game Design,Neutral
video25,0.85,Game Plot,Highly Positive
video8,0.5,Information Share,Neutral
video10,0.985,Audience Reaction,Highly Positive
video31,0.985,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video8,0.85,Game Plot,Highly Positive
video106,0.5,Social Interaction,Neutral
video55,0.85,Game Design,Highly Positive
video82,0.25,Game Plot,Negative
video106,0.25,Audience Reaction,Negative
video82,0.5,Audience Reaction,Neutral
video82,0.15,Audience Reaction,Highly Negative
video51,0.925,Audience Anticipation,Highly Positive
video2,0.75,Information Share,Positive
video21,0.65,Game Design,Positive
video92,0.654,Game Experience,Positive
video82,0.5,Social Interaction,Neutral
video85,0.85,Audience Reaction,Highly Positive
video50,0.85,Game Design,Highly Positive
video23,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video82,0.654,Game Plot,Positive
video51,0.75,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video3,0.85,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video51,0.75,Game Plot,Positive
video106,0.85,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video8,0.95,Audience Reaction,Highly Positive
video37,0.95,Audience Reaction,Highly Positive
video76,0.5,Social Interaction,Neutral
video4,0.5,Game Plot,Neutral
video53,0.25,Audience Feedback,Negative
video114,0.5,Social Interaction,Neutral
video47,0.65,Game Experience,Positive
video30,0.95,Audience Reaction,Highly Positive
video50,0.25,Game Requirement,Negative
video82,0.456,Social Interaction,Neutral
video50,0.5,Game Design,Neutral
video48,0.85,Information Share,Highly Positive
video30,0.5,Game Experience,Neutral
video36,0.95,Audience Anticipation,Highly Positive
video82,0.85,Game Design,Highly Positive
video85,0.5,Social Interaction,Neutral
video82,0.5,Game Experience,Neutral
video82,0.25,Game Experience,Negative
video106,0.85,Audience Anticipation,Highly Positive
video15,0.25,Game Experience,Negative
video82,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.65,Game Plot,Positive
video82,0.75,Game Plot,Positive
video82,0.5,Audience Reaction,Neutral
video51,0.5,Game Requirement,Neutral
video67,0.25,Audience Reaction,Negative
video44,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.95,Audience Anticipation,Highly Positive
video23,0.5,Information Share,Neutral
video82,0.5,Game Experience,Neutral
video75,0.35,Audience Feedback,Negative
video47,0.15,Audience Feedback,Highly Negative
video50,0.925,Game Design,Highly Positive
video4,0.5,Game Design,Neutral
video82,0.65,Social Interaction,Positive
video47,0.75,Audience Reaction,Positive
video31,0.5,Audience Reaction,Neutral
video44,0.95,Social Interaction,Highly Positive
video3,0.35,Audience Feedback,Negative
video84,0.925,Game Plot,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video16,0.5,Information Share,Neutral
video51,0.95,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video111,0.456,Audience Anticipation,Neutral
video8,0.95,Audience Reaction,Highly Positive
video14,0.25,Audience Reaction,Negative
video106,0.35,Game Plot,Negative
video117,0.85,Audience Anticipation,Highly Positive
video3,0.65,Social Interaction,Positive
video3,0.925,Audience Anticipation,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.6,Social Interaction,Positive
video84,0.45,Audience Reaction,Neutral
video82,0.65,Game Plot,Positive
video75,0.75,Audience Reaction,Positive
video3,0.85,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.75,Game Design,Positive
video2,0.75,Information Share,Positive
video82,0.5,Social Interaction,Neutral
video111,0.0,Audience Reaction,Highly Negative
video30,0.95,Audience Anticipation,Highly Positive
video82,0.75,Game Design,Positive
video47,0.75,Social Interaction,Positive
video3,0.85,Audience Reaction,Highly Positive
video2,0.456,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.95,Audience Reaction,Highly Positive
video54,0.5,Audience Reaction,Neutral
video82,0.75,Audience Reaction,Positive
video82,0.5,Audience Reaction,Neutral
video82,0.65,Game Experience,Positive
video47,0.25,Game Experience,Negative
video47,0.85,Game Design,Highly Positive
video36,0.25,Information Share,Negative
video19,0.925,Audience Reaction,Highly Positive
video82,0.95,Social Interaction,Highly Positive
video121,0.925,Social Interaction,Highly Positive
video107,0.0,Game Requirement,Highly Negative
video24,0.5,Social Interaction,Neutral
video23,0.15,Audience Reaction,Highly Negative
video3,0.0,Social Interaction,Highly Negative
video23,0.5,Information Share,Neutral
video75,0.35,Game Design,Negative
video70,0.5,Progress and Updates,Neutral
video82,0.85,Game Plot,Highly Positive
video81,0.25,Social Interaction,Negative
video47,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video47,0.75,Audience Reaction,Positive
video87,0.925,Game Design,Highly Positive
video59,0.25,Audience Feedback,Negative
video104,0.65,Game Plot,Positive
video82,0.153,Social Interaction,Highly Negative
video48,0.925,Audience Anticipation,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video80,0.925,Audience Reaction,Highly Positive
video75,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video82,0.15,Audience Reaction,Highly Negative
video56,0.75,Information Share,Positive
video80,0.5,Game Experience,Neutral
video70,0.6,Audience Feedback,Positive
video70,0.357,Game Experience,Negative
video23,0.85,Social Interaction,Highly Positive
video4,0.3,Social Interaction,Negative
video2,0.985,Audience Reaction,Highly Positive
video50,0.95,Audience Reaction,Highly Positive
video82,0.45,Social Interaction,Neutral
video111,0.75,Audience Anticipation,Positive
video2,0.5,Social Interaction,Neutral
video23,0.75,Audience Reaction,Positive
video44,0.55,Social Interaction,Neutral
video16,0.925,Audience Reaction,Highly Positive
video106,0.65,Social Interaction,Positive
video82,0.35,Audience Reaction,Negative
video82,0.5,Audience Reaction,Neutral
video55,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video3,0.75,Audience Reaction,Positive
video82,0.65,Social Interaction,Positive
video3,0.85,Social Interaction,Highly Positive
video82,0.15,Audience Reaction,Highly Negative
video82,0.5,Audience Reaction,Neutral
video53,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video3,0.925,Audience Reaction,Highly Positive
video82,0.35,Game Plot,Negative
video106,0.25,Audience Reaction,Negative
video47,0.25,Audience Reaction,Negative
video3,0.5,Social Interaction,Neutral
video82,0.95,Social Interaction,Highly Positive
video47,0.25,Audience Reaction,Negative
video82,0.75,Game Plot,Positive
video16,0.852,Game Plot,Highly Positive
video21,0.75,Social Interaction,Positive
video55,0.75,Audience Reaction,Positive
video112,0.95,Audience Reaction,Highly Positive
video82,0.0,Social Interaction,Highly Negative
video82,0.5,Game Plot,Neutral
video117,0.95,Audience Reaction,Highly Positive
video9,0.5,Audience Anticipation,Neutral
video62,0.85,Game Design,Highly Positive
video117,0.85,Information Share,Highly Positive
video5,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video2,0.25,Social Interaction,Negative
video76,0.95,Game Design,Highly Positive
video104,0.456,Game Plot,Neutral
video8,0.5,Game Requirement,Neutral
video62,0.75,Audience Reaction,Positive
video82,0.5,Audience Feedback,Neutral
video8,0.985,Audience Reaction,Highly Positive
video100,0.925,Audience Reaction,Highly Positive
video82,0.75,Game Plot,Positive
video80,0.5,Audience Anticipation,Neutral
video92,0.456,Audience Reaction,Neutral
video82,0.75,Game Experience,Positive
video23,0.5,Social Interaction,Neutral
video39,0.5,Game Design,Neutral
video6,0.5,Audience Anticipation,Neutral
video21,0.5,Game Requirement,Neutral
video4,0.5,Information Share,Neutral
video82,0.75,Game Plot,Positive
video3,0.75,Game Design,Positive
video3,0.65,Audience Anticipation,Positive
video70,0.65,Audience Reaction,Positive
video2,0.5,Audience Reaction,Neutral
video82,0.5,Game Experience,Neutral
video4,0.5,Game Design,Neutral
video19,0.75,Audience Anticipation,Positive
video23,0.25,Audience Reaction,Negative
video27,0.75,Audience Anticipation,Positive
video96,0.85,Game Design,Highly Positive
video82,0.25,Social Interaction,Negative
video75,0.5,Game Design,Neutral
video47,0.35,Audience Reaction,Negative
video50,0.852,Game Plot,Highly Positive
video3,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video51,0.95,Game Experience,Highly Positive
video117,0.925,Game Design,Highly Positive
video3,0.5,Social Interaction,Neutral
video106,0.654,Social Interaction,Positive
video4,0.85,Social Interaction,Highly Positive
video43,0.75,Game Requirement,Positive
video29,0.5,Audience Anticipation,Neutral
video3,0.5,Social Interaction,Neutral
video2,0.85,Audience Reaction,Highly Positive
video23,0.45,Game Experience,Neutral
video5,0.75,Information Share,Positive
video3,0.85,Audience Reaction,Highly Positive
video106,0.5,Game Experience,Neutral
video82,0.5,Audience Reaction,Neutral
video51,0.75,Game Design,Positive
video4,0.5,Audience Anticipation,Neutral
video59,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video23,0.456,Audience Reaction,Neutral
video3,0.85,Game Design,Highly Positive
video92,0.5,Game Plot,Neutral
video82,0.65,Game Design,Positive
video33,0.925,Audience Reaction,Highly Positive
video23,0.85,Audience Reaction,Highly Positive
video4,0.5,Game Plot,Neutral
video111,0.15,Audience Reaction,Highly Negative
video3,0.95,Audience Reaction,Highly Positive
video85,0.75,Game Plot,Positive
video82,0.95,Audience Reaction,Highly Positive
