video,Sentiment Score,Classification,IP,Label
video3,0.45,Social Interaction,Jiangxi,Neutral
video80,0.65,Game Experience,Gansu,Positive
video14,0.95,Audience Reaction,Guangxi,Highly Positive
video81,0.75,Social Interaction,Sichuan,Positive
video22,0.456,Social Interaction,Guizhou,Neutral
video81,0.25,Game Experience,Yunnan,Negative
video14,0.25,Game Experience,Jiangsu,Negative
video55,0.925,Audience Reaction,Shandong,Highly Positive
video40,0.925,Audience Reaction,Guangdong,Highly Positive
video21,0.95,Social Interaction,Shandong,Highly Positive
video21,0.925,Audience Anticipation,Anhui,Highly Positive
video21,0.95,Information Share,Hunan,Highly Positive
video86,0.65,Game Experience,Guangdong,Positive
video56,0.85,Social Interaction,Jiangsu,Highly Positive
video84,0.25,Audience Feedback,Jiangsu,Negative
video21,0.5,Social Interaction,Zhejiang,Neutral
video28,0.925,Audience Reaction,Heilongjiang,Highly Positive
video56,0.85,Audience Reaction,Beijing,Highly Positive
video56,0.15,Audience Reaction,Shandong,Highly Negative
video82,0.5,Social Interaction,Guangdong,Neutral
video64,0.15,Game Experience,Sichuan,Highly Negative
video48,0.5,Social Interaction,Sichuan,Neutral
video80,0.95,Social Interaction,Hebei,Highly Positive
video46,0.75,Progress and Updates,Xinjiang,Positive
video50,0.5,Audience Reaction,Zhejiang,Neutral
video82,0.75,Game Experience,Shanghai,Positive
video21,0.9,Social Interaction,Heilongjiang,Highly Positive
video67,0.25,Game Plot,Hebei,Negative
video22,0.925,Audience Reaction,Guangdong,Highly Positive
video80,0.925,Game Experience,Zhejiang,Highly Positive
video22,0.85,Audience Anticipation,Anhui,Highly Positive
video50,0.25,Audience Reaction,Shanghai,Negative
video54,0.5,Social Interaction,Shandong,Neutral
video20,0.95,Audience Reaction,Anhui,Highly Positive
video6,0.45,Social Interaction,Hainan,Neutral
video21,0.925,Audience Anticipation,Shandong,Highly Positive
video22,0.75,Audience Anticipation,Guangdong,Positive
video47,0.75,Audience Reaction,Guangdong,Positive
video50,0.65,Audience Reaction,Guangdong,Positive
video86,0.75,Audience Reaction,Henan,Positive
video21,0.888,Audience Reaction,Jiangsu,Highly Positive
video44,0.95,Social Interaction,Fujian,Highly Positive
video22,0.85,Social Interaction,Jilin,Highly Positive
video67,0.25,Audience Feedback,Zhejiang,Negative
video42,0.75,Social Interaction,Guangdong,Positive
video82,0.85,Progress and Updates,Shandong,Highly Positive
video46,0.5,Social Interaction,Guangdong,Neutral
video75,0.75,Game Plot,Guangdong,Positive
video81,0.925,Audience Anticipation,Jiangsu,Highly Positive
video56,0.25,Audience Reaction,Guangdong,Negative
video6,0.999,Social Interaction,Guizhou,Highly Positive
video21,0.789,Audience Reaction,Jiangxi,Positive
video56,0.35,Audience Reaction,Sichuan,Negative
video20,0.65,Game Requirement,Liaoning,Positive
video21,0.75,Social Interaction,Guizhou,Positive
video88,0.5,Audience Reaction,Guangdong,Neutral
video55,0.75,Social Interaction,Heilongjiang,Positive
video56,0.75,Social Interaction,Shaanxi,Positive
video6,0.75,Social Interaction,Shandong,Positive
video80,0.5,Game Experience,Liaoning,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video22,0.45,Game Experience,Guangdong,Neutral
video59,0.925,Audience Feedback,Shaanxi,Highly Positive
video80,0.65,Game Experience,Henan,Positive
video59,0.95,Audience Reaction,Henan,Highly Positive
video80,0.5,Audience Reaction,Jiangsu,Neutral
video80,0.95,Game Requirement,Chongqing,Highly Positive
video6,0.5,Social Interaction,Shandong,Neutral
video41,0.75,Social Interaction,Shaanxi,Positive
video40,0.753,Game Plot,Guizhou,Positive
video50,0.888,Audience Reaction,Shanxi,Highly Positive
video60,0.95,Social Interaction,Guangxi,Highly Positive
video20,0.95,Information Share,Fujian,Highly Positive
video28,0.5,Social Interaction,Sichuan,Neutral
video22,0.75,Social Interaction,Jiangsu,Positive
video6,0.5,Social Interaction,Henan,Neutral
video15,0.925,Social Interaction,Shanxi,Highly Positive
video80,0.75,Game Experience,Shandong,Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video80,0.85,Social Interaction,Chongqing,Highly Positive
video56,0.75,Audience Reaction,Tianjin,Positive
video13,0.5,Game Plot,Fujian,Neutral
video46,0.0,Game Design,Hebei,Highly Negative
video21,0.95,Audience Reaction,Hebei,Highly Positive
video52,0.5,Social Interaction,Sichuan,Neutral
video6,0.65,Social Interaction,Guangdong,Positive
video62,0.75,Game Plot,Beijing,Positive
video67,0.75,Progress and Updates,Hebei,Positive
video50,0.85,Audience Feedback,Guangdong,Highly Positive
video82,0.5,Social Interaction,Hunan,Neutral
video1,0.456,Game Design,Sichuan,Neutral
video65,0.75,Audience Reaction,Jiangsu,Positive
video80,0.85,Social Interaction,Chongqing,Highly Positive
video1,0.85,Game Plot,Anhui,Highly Positive
video56,0.85,Game Plot,Hainan,Highly Positive
video28,0.85,Social Interaction,Hebei,Highly Positive
video21,0.5,Audience Feedback,Sichuan,Neutral
video56,0.25,Audience Feedback,Beijing,Negative
video60,0.5,Game Experience,Jilin,Neutral
video21,0.45,Social Interaction,Unknown,Neutral
video80,0.85,Social Interaction,Hubei,Highly Positive
video21,0.95,Audience Reaction,Jiangsu,Highly Positive
video21,0.75,Social Interaction,Guangdong,Positive
video22,0.5,Game Requirement,Hubei,Neutral
video74,0.75,Game Plot,Gansu,Positive
video47,0.85,Social Interaction,Zhejiang,Highly Positive
video2,0.85,Game Design,Shandong,Highly Positive
video67,0.5,Social Interaction,Beijing,Neutral
video50,0.925,Game Plot,Hebei,Highly Positive
video60,0.25,Audience Reaction,Shaanxi,Negative
video56,0.85,Social Interaction,Jiangxi,Highly Positive
video14,0.5,Social Interaction,Liaoning,Neutral
video42,0.75,Game Plot,Shanghai,Positive
video6,0.75,Social Interaction,Beijing,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video80,0.925,Social Interaction,Zhejiang,Highly Positive
video21,0.75,Game Requirement,Zhejiang,Positive
video59,0.95,Audience Reaction,Shandong,Highly Positive
video14,0.925,Audience Reaction,Shandong,Highly Positive
video55,0.75,Audience Reaction,Hebei,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video50,0.35,Audience Reaction,Guangdong,Negative
video46,0.85,Audience Anticipation,Anhui,Highly Positive
video6,0.75,Game Experience,Zhejiang,Positive
video22,0.95,Social Interaction,Guangdong,Highly Positive
video2,0.345,Audience Feedback,Inner Mongolia,Negative
video21,0.75,Social Interaction,Anhui,Positive
video36,0.925,Audience Anticipation,Shanghai,Highly Positive
video56,0.65,Game Plot,Hunan,Positive
video80,0.35,Game Design,Guangdong,Negative
video60,0.85,Audience Anticipation,Shanxi,Highly Positive
video50,0.55,Audience Reaction,Liaoning,Neutral
video82,0.85,Game Experience,Guangdong,Highly Positive
video21,0.5,Information Share,Guangdong,Neutral
video75,0.95,Social Interaction,Xinjiang,Highly Positive
video41,0.85,Social Interaction,Guangdong,Highly Positive
video15,0.85,Social Interaction,Jiangxi,Highly Positive
video46,0.985,Audience Reaction,Guangdong,Highly Positive
video22,0.752,Social Interaction,Shanxi,Positive
video14,0.85,Social Interaction,Henan,Highly Positive
video6,0.5,Social Interaction,Anhui,Neutral
video59,0.95,Audience Reaction,Tianjin,Highly Positive
video21,0.5,Social Interaction,Hebei,Neutral
video47,0.75,Game Plot,Guangdong,Positive
video6,0.65,Audience Feedback,Shanghai,Positive
video65,0.925,Game Design,Guangdong,Highly Positive
video22,0.5,Social Interaction,Xinjiang,Neutral
video44,0.45,Social Interaction,Henan,Neutral
video52,0.5,Game Plot,Guangdong,Neutral
video42,0.85,Audience Reaction,Shanghai,Highly Positive
video21,0.45,Game Requirement,Jilin,Neutral
video2,0.85,Audience Anticipation,Zhejiang,Highly Positive
video88,0.5,Social Interaction,Anhui,Neutral
video67,0.85,Game Plot,Jiangxi,Highly Positive
video79,0.925,Audience Reaction,Zhejiang,Highly Positive
video59,0.852,Progress and Updates,Henan,Highly Positive
video22,0.85,Game Design,Guangdong,Highly Positive
video6,0.5,Social Interaction,Anhui,Neutral
video21,0.75,Game Requirement,Guangdong,Positive
video2,0.75,Game Experience,Hubei,Positive
video20,0.85,Social Interaction,Henan,Highly Positive
video6,0.85,Social Interaction,Xinjiang,Highly Positive
video21,0.25,Game Requirement,Sichuan,Negative
video40,0.85,Audience Reaction,Beijing,Highly Positive
video6,0.5,Game Experience,Sichuan,Neutral
video22,0.456,Social Interaction,Liaoning,Neutral
video35,0.75,Game Plot,Yunnan,Positive
video15,0.85,Social Interaction,Hunan,Highly Positive
video21,0.85,Game Experience,Sichuan,Highly Positive
video14,0.95,Game Design,Shanghai,Highly Positive
video26,0.925,Game Experience,Jiangsu,Highly Positive
video26,0.25,Social Interaction,Shandong,Negative
video21,0.95,Game Design,Inner Mongolia,Highly Positive
video22,0.852,Audience Reaction,Shaanxi,Highly Positive
video28,0.5,Social Interaction,Jiangsu,Neutral
video56,0.75,Audience Reaction,Guangdong,Positive
video67,0.45,Audience Reaction,Jiangsu,Neutral
video14,0.85,Audience Reaction,Shaanxi,Highly Positive
video48,0.456,Audience Reaction,Shanxi,Neutral
video88,0.456,Game Experience,Jilin,Neutral
video22,0.5,Social Interaction,Sichuan,Neutral
video2,0.95,Audience Reaction,Jiangsu,Highly Positive
video20,0.925,Social Interaction,Shandong,Highly Positive
video21,0.65,Audience Anticipation,Liaoning,Positive
video60,0.75,Game Plot,Shandong,Positive
video48,0.85,Social Interaction,Hebei,Highly Positive
video80,0.451,Social Interaction,Liaoning,Neutral
video60,0.25,Audience Reaction,Henan,Negative
video82,0.45,Social Interaction,Jiangxi,Neutral
video17,0.95,Audience Reaction,Guangdong,Highly Positive
video14,0.5,Social Interaction,Hunan,Neutral
video6,0.5,Game Experience,Shaanxi,Neutral
video80,0.5,Social Interaction,Henan,Neutral
video47,0.85,Audience Reaction,Jilin,Highly Positive
video22,0.5,Game Requirement,Hubei,Neutral
video26,0.25,Audience Reaction,Zhejiang,Negative
video21,0.925,Audience Reaction,Beijing,Highly Positive
video59,0.5,Social Interaction,Yunnan,Neutral
video22,0.75,Social Interaction,Sichuan,Positive
video48,0.789,Game Design,Hunan,Positive
video17,0.65,Social Interaction,Henan,Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video22,0.999,Social Interaction,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Guangxi,Neutral
video14,0.85,Social Interaction,Hebei,Highly Positive
video59,0.25,Game Experience,Henan,Negative
video86,0.65,Audience Reaction,Guangdong,Positive
video50,0.85,Game Plot,Chongqing,Highly Positive
video49,0.95,Social Interaction,Hubei,Highly Positive
video81,0.85,Audience Reaction,Shanghai,Highly Positive
video6,0.85,Game Experience,Jiangsu,Highly Positive
video56,0.456,Audience Reaction,Liaoning,Neutral
video54,0.65,Social Interaction,Guangxi,Positive
video80,0.5,Social Interaction,Guangxi,Neutral
video81,0.95,Audience Reaction,Guangdong,Highly Positive
video6,0.5,Social Interaction,Guangxi,Neutral
video76,0.65,Game Experience,Chongqing,Positive
video6,0.45,Game Plot,Shandong,Neutral
video15,0.75,Social Interaction,Shanghai,Positive
video50,0.925,Audience Reaction,Henan,Highly Positive
video50,0.654,Social Interaction,Guangxi,Positive
video20,0.35,Audience Reaction,Liaoning,Negative
video6,0.5,Social Interaction,Shanghai,Neutral
video22,0.925,Audience Reaction,Sichuan,Highly Positive
video29,0.75,Game Plot,Jiangxi,Positive
video6,0.852,Audience Reaction,Sichuan,Highly Positive
video21,0.5,Social Interaction,Guangxi,Neutral
video88,0.357,Game Experience,Hunan,Negative
video41,0.235,Audience Reaction,Ningxia,Negative
video14,0.95,Social Interaction,Jilin,Highly Positive
video11,0.5,Social Interaction,Hubei,Neutral
video80,0.456,Audience Feedback,Jiangsu,Neutral
video22,0.357,Audience Feedback,Shandong,Negative
video21,0.65,Social Interaction,Jiangxi,Positive
video2,0.925,Audience Reaction,Heilongjiang,Highly Positive
video59,0.5,Social Interaction,Guangdong,Neutral
video67,0.75,Game Plot,Sichuan,Positive
video14,0.75,Social Interaction,Henan,Positive
video59,0.456,Game Plot,Fujian,Neutral
video21,0.75,Audience Reaction,Ningxia,Positive
video22,0.5,Game Requirement,Henan,Neutral
video20,0.5,Social Interaction,Hunan,Neutral
video21,0.45,Game Requirement,Zhejiang,Neutral
video59,0.852,Game Plot,Anhui,Highly Positive
video50,0.65,Game Design,Jiangsu,Positive
video62,0.65,Game Plot,Shaanxi,Positive
video22,0.5,Social Interaction,Guangdong,Neutral
video15,0.85,Audience Reaction,Sichuan,Highly Positive
video59,0.5,Game Design,Sichuan,Neutral
video14,0.95,Audience Reaction,Jiangxi,Highly Positive
video1,0.25,Audience Reaction,Hubei,Negative
video81,0.25,Audience Reaction,Henan,Negative
video21,0.925,Audience Reaction,Jiangsu,Highly Positive
video63,0.753,Game Plot,Yunnan,Positive
video22,0.45,Social Interaction,Fujian,Neutral
video21,0.925,Social Interaction,Shandong,Highly Positive
video81,0.65,Audience Reaction,Sichuan,Positive
video6,0.95,Social Interaction,Shaanxi,Highly Positive
video6,0.25,Audience Reaction,Beijing,Negative
video81,0.25,Game Experience,Hebei,Negative
video22,0.95,Audience Reaction,Unknown,Highly Positive
video6,0.999,Social Interaction,Guangdong,Highly Positive
video14,0.85,Game Experience,Jilin,Highly Positive
video21,0.654,Social Interaction,Xinjiang,Positive
video21,0.95,Audience Reaction,Shanxi,Highly Positive
video80,0.75,Game Experience,Sichuan,Positive
video47,0.95,Audience Reaction,Liaoning,Highly Positive
video60,0.5,Social Interaction,Sichuan,Neutral
video22,0.75,Information Share,Sichuan,Positive
video20,0.85,Information Share,Sichuan,Highly Positive
video11,0.5,Social Interaction,Guangxi,Neutral
video21,0.985,Audience Anticipation,Unknown,Highly Positive
video59,0.85,Game Experience,Zhejiang,Highly Positive
video41,0.75,Audience Reaction,Anhui,Positive
video81,0.35,Game Experience,Hubei,Negative
video6,0.75,Social Interaction,Hunan,Positive
video80,0.75,Audience Reaction,Shaanxi,Positive
video34,0.925,Social Interaction,Guangxi,Highly Positive
video6,0.5,Social Interaction,Hunan,Neutral
video14,0.15,Game Experience,Zhejiang,Highly Negative
video67,0.75,Game Plot,Fujian,Positive
video14,0.95,Social Interaction,Heilongjiang,Highly Positive
video20,0.5,Social Interaction,Shanghai,Neutral
video6,0.35,Game Experience,Zhejiang,Negative
video70,0.5,Social Interaction,Guangdong,Neutral
video21,0.85,Information Share,Hunan,Highly Positive
video14,0.95,Audience Reaction,Shaanxi,Highly Positive
video20,0.95,Audience Anticipation,Shandong,Highly Positive
video15,0.75,Audience Reaction,Shanxi,Positive
video50,0.85,Game Plot,Guangdong,Highly Positive
video59,0.35,Social Interaction,Hebei,Negative
video28,0.5,Game Plot,Tianjin,Neutral
video22,0.456,Game Experience,Sichuan,Neutral
video47,0.5,Social Interaction,Hunan,Neutral
video22,0.85,Audience Reaction,Anhui,Highly Positive
video50,0.753,Game Plot,Henan,Positive
video17,0.65,Game Experience,Shanxi,Positive
video6,0.85,Social Interaction,Jiangsu,Highly Positive
video86,0.65,Game Experience,Shaanxi,Positive
video81,0.65,Game Design,Shanxi,Positive
video63,0.852,Game Plot,Hunan,Highly Positive
video50,0.85,Audience Reaction,Tianjin,Highly Positive
video22,0.85,Game Design,Guangdong,Highly Positive
video22,0.5,Social Interaction,Zhejiang,Neutral
video50,0.652,Game Plot,Anhui,Positive
video21,0.85,Audience Anticipation,Unknown,Highly Positive
video41,0.25,Game Plot,Guangxi,Negative
video81,0.45,Game Experience,Jiangsu,Neutral
video14,0.925,Social Interaction,Hubei,Highly Positive
video80,0.65,Social Interaction,Beijing,Positive
video11,0.75,Game Experience,Jiangsu,Positive
video50,0.5,Audience Reaction,Shandong,Neutral
video14,0.5,Game Design,Gansu,Neutral
video42,0.85,Audience Reaction,Guangxi,Highly Positive
video59,0.35,Audience Feedback,Guangdong,Negative
video21,0.5,Social Interaction,Guangdong,Neutral
video80,0.85,Social Interaction,Guangxi,Highly Positive
video42,0.789,Game Plot,Guangdong,Positive
video86,0.5,Information Share,Zhejiang,Neutral
video68,0.75,Audience Reaction,Jiangxi,Positive
video56,0.35,Social Interaction,Hebei,Negative
video22,0.925,Audience Anticipation,Hubei,Highly Positive
video46,0.852,Game Experience,Hunan,Highly Positive
video56,0.35,Audience Reaction,Sichuan,Negative
video1,0.925,Audience Reaction,Liaoning,Highly Positive
video20,0.45,Audience Reaction,Shandong,Neutral
video80,0.85,Audience Reaction,Henan,Highly Positive
video82,0.925,Game Experience,Sichuan,Highly Positive
video8,0.45,Social Interaction,Fujian,Neutral
video6,0.75,Game Plot,Shandong,Positive
video36,0.85,Social Interaction,Unknown,Highly Positive
video50,0.5,Game Experience,Jilin,Neutral
video21,0.925,Audience Reaction,Anhui,Highly Positive
video21,0.95,Game Design,Shandong,Highly Positive
video64,0.85,Game Plot,Chongqing,Highly Positive
video56,0.75,Audience Reaction,Jiangsu,Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video22,0.925,Audience Feedback,Jiangsu,Highly Positive
